"rgn_id","year","sust_coeff","species","region"
5,2012,0.372222222,"Blue shrimp","Melanesia"
5,2012,0.757142857,"Pacific cupped oyster","Melanesia"
6,2012,0.372222222,"Blue shrimp","Melanesia"
6,2012,0.374509804,"Whiteleg shrimp","Melanesia"
7,2012,0.366666667,"Giant tiger prawn","Melanesia"
8,2012,0.811764706,"Bear paw clam","Micronesia"
8,2012,0.811764706,"Crocus giant clam","Micronesia"
8,2012,0.811764706,"Elongate giant clam","Micronesia"
8,2012,0.811764706,"Fluted giant clam","Micronesia"
8,2012,0.811764706,"Giant clam","Micronesia"
8,2012,0.414285714,"Milkfish","Micronesia"
8,2012,0.811764706,"Smooth giant clam","Micronesia"
9,2012,0.766666667,"Clams, etc. nei","Micronesia"
9,2012,0.414285714,"Milkfish","Micronesia"
10,2012,0.414285714,"Milkfish","Micronesia"
13,2012,0.275,"Banana prawn","Micronesia"
13,2012,0.414285714,"Milkfish","Micronesia"
13,2012,0.561111111,"Mullets nei","Micronesia"
13,2012,0.374509804,"Whiteleg shrimp","Micronesia"
14,2012,0.43,"Abalones nei","Eastern Asia"
14,2012,0.43,"Abalones nei","Eastern Asia"
14,2012,0.444010417,"Amberjacks nei","Eastern Asia"
14,2012,0.444010417,"Amberjacks nei","Eastern Asia"
14,2012,0.17,"Barramundi(=Giant seaperch)","Eastern Asia"
14,2012,0.23,"Barramundi(=Giant seaperch)","Eastern Asia"
14,2012,0.444010417,"Blackhead seabream","Eastern Asia"
14,2012,0.444010417,"Blackhead seabream","Eastern Asia"
14,2012,0.67,"Blood cockle","Eastern Asia"
14,2012,0.416666667,"Blue swimming crab","Eastern Asia"
14,2012,0.766666667,"Clams, etc. nei","Eastern Asia"
14,2012,0.766666667,"Clams, etc. nei","Eastern Asia"
14,2012,0.444010417,"Cobia","Eastern Asia"
14,2012,0.444010417,"Cobia","Eastern Asia"
14,2012,0.444010417,"Croakers, drums nei","Eastern Asia"
14,2012,0.37,"Flathead grey mullet","Eastern Asia"
14,2012,0.37,"Flathead grey mullet","Eastern Asia"
14,2012,0.444010417,"Fourfinger threadfin","Eastern Asia"
14,2012,0.1,"Giant tiger prawn","Eastern Asia"
14,2012,0.372222222,"Greasyback shrimp","Eastern Asia"
14,2012,0.444010417,"Greater amberjack","Eastern Asia"
14,2012,0.33,"Groupers nei","Eastern Asia"
14,2012,0.33,"Groupers nei","Eastern Asia"
14,2012,0.416666667,"Indo-Pacific swamp crab","Eastern Asia"
14,2012,0.841666667,"Japanese carpet shell","Eastern Asia"
14,2012,0.841666667,"Japanese carpet shell","Eastern Asia"
14,2012,0.444010417,"Japanese eel","Eastern Asia"
14,2012,0.811764706,"Japanese hard clam","Eastern Asia"
14,2012,0.811764706,"Japanese hard clam","Eastern Asia"
14,2012,0.416666667,"Japanese spiny lobster","Eastern Asia"
14,2012,0.416666667,"Japanese spiny lobster","Eastern Asia"
14,2012,0.37,"Kuruma prawn","Eastern Asia"
14,2012,0.37,"Kuruma prawn","Eastern Asia"
14,2012,0.67,"Laver (Nori)","Eastern Asia"
14,2012,0.416666667,"Marine crabs nei","Eastern Asia"
14,2012,0.416666667,"Marine crabs nei","Eastern Asia"
14,2012,0.477777778,"Marine fishes nei","Eastern Asia"
14,2012,0.477777778,"Marine fishes nei","Eastern Asia"
14,2012,0.533333333,"Marine molluscs nei","Eastern Asia"
14,2012,0.533333333,"Marine molluscs nei","Eastern Asia"
14,2012,0.444010417,"Mi-iuy (brown) croaker","Eastern Asia"
14,2012,0.5,"Milkfish","Eastern Asia"
14,2012,0.533333333,"Natantian decapods nei","Eastern Asia"
14,2012,0.53,"Pacific cupped oyster","Eastern Asia"
14,2012,0.444010417,"Porgies, seabreams nei","Eastern Asia"
14,2012,0.444010417,"Porgies, seabreams nei","Eastern Asia"
14,2012,0.366666667,"Redtail prawn","Eastern Asia"
14,2012,0.83,"Seaweeds nei","Eastern Asia"
14,2012,0.444010417,"Snappers, jobfishes nei","Eastern Asia"
14,2012,0.444010417,"Snappers, jobfishes nei","Eastern Asia"
14,2012,0.444010417,"Trumpet emperor","Eastern Asia"
14,2012,0.37,"Whiteleg shrimp","Eastern Asia"
15,2012,0.27,"Banana prawn","South-Eastern Asia"
15,2012,0.23,"Barramundi(=Giant seaperch)","South-Eastern Asia"
15,2012,0.83,"Caulerpa seaweeds","South-Eastern Asia"
15,2012,0.888095238,"Cupped oysters nei","South-Eastern Asia"
15,2012,0.416666667,"Flathead lobster","South-Eastern Asia"
15,2012,0.1,"Giant tiger prawn","South-Eastern Asia"
15,2012,0.1,"Giant tiger prawn","South-Eastern Asia"
15,2012,0.8,"Green mussel","South-Eastern Asia"
15,2012,0.33,"Groupers, seabasses nei","South-Eastern Asia"
15,2012,0.33,"Groupers, seabasses nei","South-Eastern Asia"
15,2012,0.416666667,"Indo-Pacific swamp crab","South-Eastern Asia"
15,2012,0.416666667,"Indo-Pacific swamp crab","South-Eastern Asia"
15,2012,0.444010417,"Jacks, crevalles nei","South-Eastern Asia"
15,2012,0.477777778,"Marine fishes nei","South-Eastern Asia"
15,2012,0.477777778,"Marine fishes nei","South-Eastern Asia"
15,2012,0.372222222,"Metapenaeus shrimps nei","South-Eastern Asia"
15,2012,0.372222222,"Metapenaeus shrimps nei","South-Eastern Asia"
15,2012,0.37,"Milkfish","South-Eastern Asia"
15,2012,0.37,"Milkfish","South-Eastern Asia"
15,2012,0.444010417,"Scats","South-Eastern Asia"
15,2012,0.433333333,"Snappers nei","South-Eastern Asia"
15,2012,0.416666667,"Tropical spiny lobsters nei","South-Eastern Asia"
15,2012,0.374509804,"Whiteleg shrimp","South-Eastern Asia"
16,2012,0.55,"Abalones nei","Australia and New Zealand"
16,2012,0.542156863,"Aquatic invertebrates nei","Australia and New Zealand"
16,2012,0.542156863,"Aquatic invertebrates nei","Australia and New Zealand"
16,2012,0.542156863,"Aquatic invertebrates nei","Australia and New Zealand"
16,2012,0.23,"Atlantic salmon","Australia and New Zealand"
16,2012,0.811764706,"Australian mussel","Australia and New Zealand"
16,2012,0.811764706,"Australian mussel","Australia and New Zealand"
16,2012,0.3,"Barramundi(=Giant seaperch)","Australia and New Zealand"
16,2012,0.3,"Barramundi(=Giant seaperch)","Australia and New Zealand"
16,2012,0.3,"Barramundi(=Giant seaperch)","Australia and New Zealand"
16,2012,0.366666667,"Brine shrimp","Australia and New Zealand"
16,2012,0.366666667,"Brown tiger prawn","Australia and New Zealand"
16,2012,0.366666667,"Brown tiger prawn","Australia and New Zealand"
16,2012,0.370833333,"Chinook(=Spring=King) salmon","Australia and New Zealand"
16,2012,0.9,"Cupped oysters nei","Australia and New Zealand"
16,2012,0.9,"Cupped oysters nei","Australia and New Zealand"
16,2012,0.366666667,"Eastern king prawn","Australia and New Zealand"
16,2012,0.366666667,"Eastern king prawn","Australia and New Zealand"
16,2012,0.366666667,"Eastern school shrimp","Australia and New Zealand"
16,2012,0.833333333,"Flat and cupped oysters nei","Australia and New Zealand"
16,2012,0.833333333,"Flat and cupped oysters nei","Australia and New Zealand"
16,2012,0.23,"Giant tiger prawn","Australia and New Zealand"
16,2012,0.23,"Giant tiger prawn","Australia and New Zealand"
16,2012,0.416666667,"Indo-Pacific swamp crab","Australia and New Zealand"
16,2012,0.33,"Kuruma prawn","Australia and New Zealand"
16,2012,0.477777778,"Marine fishes nei","Australia and New Zealand"
16,2012,1,"Pacific cupped oyster","Australia and New Zealand"
16,2012,1,"Pacific cupped oyster","Australia and New Zealand"
16,2012,0.266666667,"Penaeus shrimps nei","Australia and New Zealand"
16,2012,0.266666667,"Penaeus shrimps nei","Australia and New Zealand"
16,2012,0.566666667,"Rainbow trout","Australia and New Zealand"
16,2012,0.811764706,"Southern Australia scallop","Australia and New Zealand"
16,2012,0.1,"Southern bluefin tuna","Australia and New Zealand"
17,2012,0.888095238,"Cupped oysters nei","Melanesia"
17,2012,0.366666667,"Giant tiger prawn","Melanesia"
17,2012,0.416666667,"Indo-Pacific swamp crab","Melanesia"
17,2012,0.414285714,"Milkfish","Melanesia"
17,2012,0.811764706,"Pearl oyster shells nei","Melanesia"
18,2012,0.766666667,"Clams, etc. nei","Melanesia"
18,2012,0.412820513,"Flathead grey mullet","Melanesia"
18,2012,0.366666667,"Giant tiger prawn","Melanesia"
18,2012,0.8,"Green mussel","Melanesia"
18,2012,0.372222222,"Metapenaeus shrimps nei","Melanesia"
18,2012,0.811764706,"Pearl oyster shells nei","Melanesia"
19,2012,0.414285714,"Milkfish","Polynesia"
20,2012,0.57,"Abalones nei","Eastern Asia"
20,2012,0.542156863,"Aquatic invertebrates nei","Eastern Asia"
20,2012,0.444010417,"Bastard halibut","Eastern Asia"
20,2012,0.444010417,"Blackhead seabream","Eastern Asia"
20,2012,0.67,"Blood cockle","Eastern Asia"
20,2012,0.93,"Brown seaweeds","Eastern Asia"
20,2012,0.444010417,"Dotted gizzard shad","Eastern Asia"
20,2012,0.444010417,"Filefishes, leatherjackets nei","Eastern Asia"
20,2012,0.43,"Flathead grey mullet","Eastern Asia"
20,2012,0.366666667,"Fleshy prawn","Eastern Asia"
20,2012,0.811764706,"Globose clam","Eastern Asia"
20,2012,0.83,"Green laver","Eastern Asia"
20,2012,0.33,"Groupers nei","Eastern Asia"
20,2012,0.811764706,"Horned turban","Eastern Asia"
20,2012,0.811764706,"Inflated ark","Eastern Asia"
20,2012,0.444010417,"Japanese amberjack","Eastern Asia"
20,2012,0.841666667,"Japanese carpet shell","Eastern Asia"
20,2012,0.811764706,"Japanese hard clam","Eastern Asia"
20,2012,0.444010417,"Japanese jack mackerel","Eastern Asia"
20,2012,0.83,"Japanese kelp","Eastern Asia"
20,2012,0.8,"Korean mussel","Eastern Asia"
20,2012,0.444010417,"Korean rockfish","Eastern Asia"
20,2012,0.5,"Kuruma prawn","Eastern Asia"
20,2012,0.73,"Laver (Nori)","Eastern Asia"
20,2012,0.444010417,"Mackerels nei","Eastern Asia"
20,2012,0.3,"Marine crustaceans nei","Eastern Asia"
20,2012,0.477777778,"Marine fishes nei","Eastern Asia"
20,2012,0.533333333,"Marine molluscs nei","Eastern Asia"
20,2012,0.444010417,"Okhotsk atka mackerel","Eastern Asia"
20,2012,0.83,"Pacific cupped oyster","Eastern Asia"
20,2012,0.444010417,"Porgies, seabreams nei","Eastern Asia"
20,2012,0.444010417,"Scorpionfishes, redfishes nei","Eastern Asia"
20,2012,0.5,"Seabasses nei","Eastern Asia"
20,2012,0.6,"Sea squirts nei","Eastern Asia"
20,2012,0.83,"Seaweeds nei","Eastern Asia"
20,2012,0.83,"Wakame","Eastern Asia"
20,2012,0.374509804,"Whiteleg shrimp","Eastern Asia"
20,2012,0.833333333,"Yesso scallop","Eastern Asia"
21,2012,0.378947368,"Atlantic salmon","Eastern Asia"
21,2012,0.83,"Japanese kelp","Eastern Asia"
21,2012,0.571405229,"Japanese sea cucumber","Eastern Asia"
21,2012,0.67,"Laver (Nori)","Eastern Asia"
21,2012,0.533333333,"Marine molluscs nei","Eastern Asia"
21,2012,0.444010417,"Tiger pufferfish","Eastern Asia"
21,2012,0.83,"Wakame","Eastern Asia"
21,2012,0.833333333,"Yesso scallop","Eastern Asia"
24,2012,0.190909091,"Barramundi(=Giant seaperch)","South-Eastern Asia"
24,2012,0.666666667,"Blood cockle","South-Eastern Asia"
24,2012,0.8,"Green mussel","South-Eastern Asia"
24,2012,0.333333333,"Groupers nei","South-Eastern Asia"
24,2012,0.416666667,"Indo-Pacific swamp crab","South-Eastern Asia"
24,2012,0.477777778,"Marine fishes nei","South-Eastern Asia"
24,2012,0.533333333,"Marine molluscs nei","South-Eastern Asia"
24,2012,0.23,"Penaeus shrimps nei","South-Eastern Asia"
24,2012,0.433333333,"Snappers nei","South-Eastern Asia"
25,2012,0.55,"Abalones nei","South-Eastern Asia"
25,2012,0.2,"Banana prawn","South-Eastern Asia"
25,2012,0.17,"Barramundi(=Giant seaperch)","South-Eastern Asia"
25,2012,0.17,"Barramundi(=Giant seaperch)","South-Eastern Asia"
25,2012,0.67,"Blood cockle","South-Eastern Asia"
25,2012,0.67,"Blood cockle","South-Eastern Asia"
25,2012,0.83,"Cupped oysters nei","South-Eastern Asia"
25,2012,0.83,"Cupped oysters nei","South-Eastern Asia"
25,2012,0.444010417,"Fourfinger threadfin","South-Eastern Asia"
25,2012,0.1,"Giant tiger prawn","South-Eastern Asia"
25,2012,0.1,"Giant tiger prawn","South-Eastern Asia"
25,2012,0.8,"Green mussel","South-Eastern Asia"
25,2012,0.8,"Green mussel","South-Eastern Asia"
25,2012,0.33,"Groupers nei","South-Eastern Asia"
25,2012,0.33,"Groupers nei","South-Eastern Asia"
25,2012,0.416666667,"Indo-Pacific swamp crab","South-Eastern Asia"
25,2012,0.477777778,"Marine fishes nei","South-Eastern Asia"
25,2012,0.372222222,"Metapenaeus shrimps nei","South-Eastern Asia"
25,2012,0.27,"Penaeus shrimps nei","South-Eastern Asia"
25,2012,0.791666667,"Sea mussels nei","South-Eastern Asia"
25,2012,0.444010417,"Squaretail mullet","South-Eastern Asia"
25,2012,0.23,"Whiteleg shrimp","South-Eastern Asia"
25,2012,0.23,"Whiteleg shrimp","South-Eastern Asia"
29,2012,0.444010417,"Cobia","Eastern Africa"
29,2012,0.366666667,"Red drum","Eastern Africa"
31,2012,0.366666667,"Giant tiger prawn","Eastern Africa"
32,2012,0.444010417,"Cobia","Eastern Africa"
32,2012,0.444010417,"Drums nei","Eastern Africa"
32,2012,0.477777778,"Marine fishes nei","Eastern Africa"
32,2012,0.444010417,"Pargo breams nei","Eastern Africa"
37,2012,0.452222222,"European seabass","Eastern Africa"
37,2012,0.366666667,"Giant tiger prawn","Eastern Africa"
37,2012,0.811764706,"Hooded oyster","Eastern Africa"
37,2012,0.416666667,"Indo-Pacific swamp crab","Eastern Africa"
37,2012,0.477777778,"Marine fishes nei","Eastern Africa"
37,2012,0.366666667,"Red drum","Eastern Africa"
40,2012,0.190909091,"Barramundi(=Giant seaperch)","Southern Asia"
40,2012,0.1,"Giant tiger prawn","Southern Asia"
40,2012,0.811764706,"Indian backwater oyster","Southern Asia"
40,2012,0.416666667,"Indo-Pacific swamp crab","Southern Asia"
40,2012,0.414285714,"Milkfish","Southern Asia"
41,2012,0.366666667,"Giant tiger prawn","Eastern Africa"
41,2012,0.4,"Indian white prawn","Eastern Africa"
41,2012,0.444010417,"Japanese meagre","Eastern Africa"
42,2012,0.23,"Giant tiger prawn","Eastern Africa"
42,2012,0.416666667,"Indo-Pacific swamp crab","Eastern Africa"
42,2012,0.571405229,"Sea cucumbers nei","Eastern Africa"
43,2012,0.266666667,"Penaeus shrimps nei","Eastern Africa"
45,2012,0.266666667,"Penaeus shrimps nei","Eastern Africa"
47,2012,0.4,"Indian white prawn","Western Asia"
48,2012,0.286111111,"Gilthead seabream","Western Asia"
48,2012,0.4,"Indian white prawn","Western Asia"
48,2012,0.1,"Yellowfin tuna","Western Asia"
50,2012,0.17,"Barramundi(=Giant seaperch)","Western Asia"
50,2012,0.43,"Flathead grey mullet","Western Asia"
50,2012,0.17,"Giant tiger prawn","Western Asia"
50,2012,0.286111111,"Gilthead seabream","Western Asia"
50,2012,0.444010417,"Goldlined seabream","Western Asia"
50,2012,0.33,"Groupers nei","Western Asia"
50,2012,0.4,"Indian white prawn","Western Asia"
50,2012,0.372222222,"Metapenaeus shrimps nei","Western Asia"
50,2012,0.571405229,"Sandfish","Western Asia"
50,2012,0.444010417,"Sobaity seabream","Western Asia"
51,2012,0.286111111,"Gilthead seabream","Western Asia"
51,2012,0.444010417,"Goldsilk seabream","Western Asia"
51,2012,0.333333333,"Groupers nei","Western Asia"
51,2012,0.477777778,"Marine fishes nei","Western Asia"
51,2012,0.444010417,"Sobaity seabream","Western Asia"
52,2012,0.286111111,"Gilthead seabream","Western Asia"
52,2012,0.333333333,"Groupers nei","Western Asia"
52,2012,0.444010417,"Sobaity seabream","Western Asia"
52,2012,0.444010417,"White-spotted spinefoot","Western Asia"
53,2012,0.266666667,"Penaeus shrimps nei","Southern Asia"
54,2012,0.452222222,"European seabass","Western Asia"
54,2012,0.286111111,"Gilthead seabream","Western Asia"
54,2012,0.444010417,"Goldlined seabream","Western Asia"
54,2012,0.366666667,"Green tiger prawn","Western Asia"
54,2012,0.333333333,"Groupers nei","Western Asia"
54,2012,0.4,"Indian white prawn","Western Asia"
54,2012,0.561111111,"Mullets nei","Western Asia"
54,2012,0.444010417,"Sobaity seabream","Western Asia"
54,2012,0.444010417,"White-spotted spinefoot","Western Asia"
61,2012,0.316666667,"Atlantic bluefin tuna","Northern Africa"
61,2012,0.8,"Carpet shells nei","Northern Africa"
61,2012,0.6,"Common cuttlefish","Northern Africa"
61,2012,0.533333333,"Common sole","Northern Africa"
61,2012,0.444444444,"European eel","Northern Africa"
61,2012,0.823076923,"European flat oyster","Northern Africa"
61,2012,0.452222222,"European seabass","Northern Africa"
61,2012,0.412820513,"Flathead grey mullet","Northern Africa"
61,2012,0.286111111,"Gilthead seabream","Northern Africa"
61,2012,0.333333333,"Groupers nei","Northern Africa"
61,2012,0.3,"Marine crustaceans nei","Northern Africa"
61,2012,0.82,"Mediterranean mussel","Northern Africa"
61,2012,0.533333333,"Octopuses nei","Northern Africa"
61,2012,0.757142857,"Pacific cupped oyster","Northern Africa"
61,2012,0.444010417,"Thinlip grey mullet","Northern Africa"
62,2012,0.77,"Clams, etc. nei","Northern Africa"
62,2012,0.43,"European eel","Northern Africa"
62,2012,0.77,"European flat oyster","Northern Africa"
62,2012,0.43,"European seabass","Northern Africa"
62,2012,0.43,"Gilthead seabream","Northern Africa"
62,2012,0.47,"Marine fishes nei","Northern Africa"
62,2012,0.83,"Mediterranean mussel","Northern Africa"
62,2012,0.83,"Pacific cupped oyster","Northern Africa"
62,2012,0.43,"Penaeus shrimps nei","Northern Africa"
62,2012,0.87,"Yesso scallop","Northern Africa"
65,2012,0.733333333,"Gasar cupped oyster","Western Africa"
66,2012,0.902380952,"Blue mussel","Western Africa"
66,2012,0.73,"Cupped oysters nei","Western Africa"
66,2012,0.73,"Gasar cupped oyster","Western Africa"
66,2012,0.73,"Pacific cupped oyster","Western Africa"
67,2012,0.452222222,"European seabass","Northern Africa"
67,2012,0.286111111,"Gilthead seabream","Northern Africa"
68,2012,0.316666667,"Atlantic bluefin tuna","Southern Europe"
68,2012,0.452222222,"European seabass","Southern Europe"
68,2012,0.286111111,"Gilthead seabream","Southern Europe"
68,2012,0.477777778,"Marine fishes nei","Southern Europe"
70,2012,0.566666667,"Rainbow trout","Northern Europe"
71,2012,0.82,"Mediterranean mussel","Eastern Europe"
72,2012,0.82,"Mediterranean mussel","Eastern Europe"
73,2012,0.43,"Atlantic salmon","Eastern Europe"
73,2012,0.93,"Brown seaweeds","Eastern Europe"
73,2012,0.888095238,"Cupped oysters nei","Eastern Europe"
73,2012,0.888095238,"Cupped oysters nei","Eastern Europe"
73,2012,0.43,"Flatfishes nei","Eastern Europe"
73,2012,0.43,"Flatfishes nei","Eastern Europe"
73,2012,0.571405229,"Japanese sea cucumber","Eastern Europe"
73,2012,0.8,"Mediterranean mussel","Eastern Europe"
73,2012,0.5,"Mullets nei","Eastern Europe"
73,2012,0.444010417,"Salmonoids nei","Eastern Europe"
73,2012,0.77,"Sea mussels nei","Eastern Europe"
73,2012,0.77,"Sea mussels nei","Eastern Europe"
73,2012,0.77,"Sea mussels nei","Eastern Europe"
73,2012,0.47,"Sea trout","Eastern Europe"
73,2012,0.5,"Sea urchins nei","Eastern Europe"
73,2012,0.8,"Yesso scallop","Eastern Europe"
75,2012,0.47,"Baltic prawn","Eastern Europe"
75,2012,0.444010417,"European flounder","Eastern Europe"
75,2012,0.53,"Gobies nei","Eastern Europe"
75,2012,0.82,"Mediterranean mussel","Eastern Europe"
75,2012,0.67,"Mullets nei","Eastern Europe"
75,2012,0.67,"Mullets nei","Eastern Europe"
75,2012,0.63,"So-iuy mullet","Eastern Europe"
76,2012,0.316666667,"Atlantic bluefin tuna","Western Asia"
76,2012,0.53,"Atlantic salmon","Western Asia"
76,2012,0.53,"Common two-banded seabream","Western Asia"
76,2012,0.452222222,"European seabass","Western Asia"
76,2012,0.53,"Gilthead seabream","Western Asia"
76,2012,0.477777778,"Marine fishes nei","Western Asia"
76,2012,0.8,"Mediterranean mussel","Western Asia"
76,2012,0.53,"Natantian decapods nei","Western Asia"
76,2012,0.566666667,"Rainbow trout","Western Asia"
78,2012,0.374509804,"Whiteleg shrimp","Western Asia"
79,2012,0.190909091,"Barramundi(=Giant seaperch)","Western Asia"
79,2012,0.452222222,"European seabass","Western Asia"
79,2012,0.452222222,"European seabass","Western Asia"
79,2012,0.286111111,"Gilthead seabream","Western Asia"
79,2012,0.286111111,"Gilthead seabream","Western Asia"
79,2012,0.477777778,"Marine fishes nei","Western Asia"
79,2012,0.477777778,"Marine fishes nei","Western Asia"
79,2012,0.366666667,"Red drum","Western Asia"
79,2012,0.366666667,"Red drum","Western Asia"
79,2012,0.5,"Seabasses nei","Western Asia"
80,2012,0.316666667,"Atlantic bluefin tuna","Southern Europe"
80,2012,0.766666667,"Clams, etc. nei","Southern Europe"
80,2012,0.444010417,"Common pandora","Southern Europe"
80,2012,0.533333333,"Common sole","Southern Europe"
80,2012,0.43,"European eel","Southern Europe"
80,2012,0.43,"European eel","Southern Europe"
